,Indicator,Country,Date,value
358,Cumulative number of suspected Ebola deaths,Nigeria,2015-02-27,0.0
359,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-02-27,8.0
360,Cumulative number of confirmed Ebola deaths,Senegal,2015-02-27,0.0
361,Cumulative number of probable Ebola deaths,Senegal,2015-02-27,0.0
362,Cumulative number of suspected Ebola deaths,Senegal,2015-02-27,0.0
363,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-02-27,0.0
364,Cumulative number of confirmed Ebola deaths,Spain,2015-02-27,0.0
365,Cumulative number of probable Ebola deaths,Spain,2015-02-27,0.0
366,Cumulative number of suspected Ebola deaths,Spain,2015-02-27,0.0
367,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-02-27,0.0
368,Cumulative number of confirmed Ebola deaths,United States of America,2015-02-27,1.0
369,Cumulative number of probable Ebola deaths,United States of America,2015-02-27,0.0
370,Cumulative number of suspected Ebola deaths,United States of America,2015-02-27,0.0
371,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-02-27,1.0
372,Cumulative number of confirmed Ebola cases,United Kingdom,2015-02-26,1.0
373,Cumulative number of probable Ebola cases,United Kingdom,2015-02-26,0.0
374,Cumulative number of suspected Ebola cases,United Kingdom,2015-02-26,0.0
375,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-02-26,0.0
376,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-02-26,3175.0
377,Cumulative number of confirmed Ebola cases,Guinea,2015-02-26,2781.0
378,Cumulative number of probable Ebola cases,Guinea,2015-02-26,387.0
379,Cumulative number of suspected Ebola cases,Guinea,2015-02-26,7.0
380,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-02-26,2101.0
381,Cumulative number of confirmed Ebola deaths,Guinea,2015-02-26,1714.0
382,Cumulative number of probable Ebola deaths,Guinea,2015-02-26,387.0
383,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-02-26,9265.0
384,Cumulative number of confirmed Ebola cases,Liberia,2015-02-26,3153.0
385,Cumulative number of probable Ebola cases,Liberia,2015-02-26,1888.0
386,Cumulative number of suspected Ebola cases,Liberia,2015-02-26,4224.0
387,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-02-26,4057.0
388,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-02-26,11341.0
389,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-02-26,8308.0
390,Cumulative number of probable Ebola cases,Sierra Leone,2015-02-26,287.0
391,Cumulative number of suspected Ebola cases,Sierra Leone,2015-02-26,2746.0
392,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-02-26,3479.0
393,Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-02-26,3113.0
394,Cumulative number of probable Ebola deaths,Sierra Leone,2015-02-26,208.0
395,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-02-26,158.0
396,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-02-26,1.0
397,Cumulative number of confirmed Ebola cases,Mali,2015-02-26,7.0
398,Cumulative number of probable Ebola cases,Mali,2015-02-26,1.0
399,Cumulative number of suspected Ebola cases,Mali,2015-02-26,0.0
400,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-02-26,6.0
401,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-02-26,8.0
402,Cumulative number of confirmed Ebola cases,Nigeria,2015-02-26,19.0
403,Cumulative number of probable Ebola cases,Nigeria,2015-02-26,1.0
404,Cumulative number of suspected Ebola cases,Nigeria,2015-02-26,0.0
405,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-02-26,20.0
406,Cumulative number of confirmed Ebola cases,Senegal,2015-02-26,1.0
407,Cumulative number of probable Ebola cases,Senegal,2015-02-26,0.0
408,Cumulative number of suspected Ebola cases,Senegal,2015-02-26,0.0
409,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-02-26,1.0
410,Cumulative number of confirmed Ebola cases,Spain,2015-02-26,1.0
411,Cumulative number of probable Ebola cases,Spain,2015-02-26,0.0
412,Cumulative number of suspected Ebola cases,Spain,2015-02-26,0.0
413,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-02-26,1.0
414,Cumulative number of confirmed Ebola cases,United States of America,2015-02-26,4.0
415,Cumulative number of probable Ebola cases,United States of America,2015-02-26,0.0
416,Cumulative number of suspected Ebola cases,United States of America,2015-02-26,0.0
417,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-02-26,4.0
418,Cumulative number of confirmed Ebola deaths,Nigeria,2015-02-26,7.0
419,Cumulative number of probable Ebola deaths,Nigeria,2015-02-26,1.0
420,Cumulative number of suspected Ebola deaths,Nigeria,2015-02-26,0.0
421,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-02-26,8.0
422,Cumulative number of confirmed Ebola deaths,Senegal,2015-02-26,0.0
423,Cumulative number of probable Ebola deaths,Senegal,2015-02-26,0.0
424,Cumulative number of suspected Ebola deaths,Senegal,2015-02-26,0.0
425,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-02-26,0.0
426,Cumulative number of confirmed Ebola deaths,Spain,2015-02-26,0.0
427,Cumulative number of probable Ebola deaths,Spain,2015-02-26,0.0
428,Cumulative number of suspected Ebola deaths,Spain,2015-02-26,0.0
429,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-02-26,0.0
430,Cumulative number of confirmed Ebola deaths,United States of America,2015-02-26,1.0
431,Cumulative number of probable Ebola deaths,United States of America,2015-02-26,0.0
432,Cumulative number of suspected Ebola deaths,United States of America,2015-02-26,0.0
433,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-02-26,1.0
434,Cumulative number of confirmed Ebola cases,United Kingdom,2015-02-25,1.0
435,Cumulative number of probable Ebola cases,United Kingdom,2015-02-25,0.0
436,Cumulative number of suspected Ebola cases,United Kingdom,2015-02-25,0.0
437,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-02-25,0.0
438,Cumulative number of confirmed Ebola cases,Guinea,2015-02-25,2762.0
439,Cumulative number of probable Ebola cases,Guinea,2015-02-25,387.0
440,Cumulative number of suspected Ebola cases,Guinea,2015-02-25,6.0
441,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-02-25,3155.0
442,Number of confirmed Ebola cases in the last 21 days,Guinea,2015-02-25,152.0
443,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Guinea,2015-02-25,152.0
444,Cumulative number of confirmed Ebola deaths,Guinea,2015-02-25,1704.0
445,Cumulative number of probable Ebola deaths,Guinea,2015-02-25,387.0
446,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-02-25,2091.0
447,Cumulative number of confirmed Ebola cases,Liberia,2015-02-25,3153.0
448,Cumulative number of probable Ebola cases,Liberia,2015-02-25,1888.0
449,Cumulative number of suspected Ebola cases,Liberia,2015-02-25,4197.0
450,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-02-25,9238.0
451,Number of confirmed Ebola cases in the last 21 days,Liberia,2015-02-25,10.0
452,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Liberia,2015-02-25,10.0
453,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-02-25,4037.0
454,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-02-25,8289.0
455,Cumulative number of probable Ebola cases,Sierra Leone,2015-02-25,287.0
456,Cumulative number of suspected Ebola cases,Sierra Leone,2015-02-25,2725.0
457,Number of confirmed Ebola cases in the last 21 days,Sierra Leone,2015-02-25,235.0
458,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Sierra Leone,2015-02-25,235.0
459,Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-02-25,3095.0
460,Cumulative number of probable Ebola deaths,Sierra Leone,2015-02-25,208.0
461,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-02-25,158.0
462,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-02-25,3461.0
463,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-02-25,11301.0
464,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-02-25,1.0
465,Cumulative number of confirmed Ebola cases,Mali,2015-02-25,7.0
466,Cumulative number of probable Ebola cases,Mali,2015-02-25,1.0
467,Cumulative number of suspected Ebola cases,Mali,2015-02-25,0.0
468,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-02-25,6.0
469,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-02-25,8.0
470,Cumulative number of confirmed Ebola cases,Nigeria,2015-02-25,19.0
471,Cumulative number of probable Ebola cases,Nigeria,2015-02-25,1.0
472,Cumulative number of suspected Ebola cases,Nigeria,2015-02-25,0.0
473,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-02-25,20.0
474,Cumulative number of confirmed Ebola cases,Senegal,2015-02-25,1.0
475,Cumulative number of probable Ebola cases,Senegal,2015-02-25,0.0
476,Cumulative number of suspected Ebola cases,Senegal,2015-02-25,0.0
477,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-02-25,1.0
478,Cumulative number of confirmed Ebola cases,Spain,2015-02-25,1.0
479,Cumulative number of probable Ebola cases,Spain,2015-02-25,0.0
480,Cumulative number of suspected Ebola cases,Spain,2015-02-25,0.0
481,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-02-25,1.0
482,Cumulative number of confirmed Ebola cases,United States of America,2015-02-25,4.0
483,Cumulative number of probable Ebola cases,United States of America,2015-02-25,0.0
484,Cumulative number of suspected Ebola cases,United States of America,2015-02-25,0.0
485,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-02-25,4.0
486,Cumulative number of confirmed Ebola deaths,Nigeria,2015-02-25,7.0
487,Cumulative number of probable Ebola deaths,Nigeria,2015-02-25,1.0
488,Cumulative number of suspected Ebola deaths,Nigeria,2015-02-25,0.0
489,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-02-25,8.0
490,Cumulative number of confirmed Ebola deaths,Senegal,2015-02-25,0.0
491,Cumulative number of probable Ebola deaths,Senegal,2015-02-25,0.0
492,Cumulative number of suspected Ebola deaths,Senegal,2015-02-25,0.0
493,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-02-25,0.0
494,Cumulative number of confirmed Ebola deaths,Spain,2015-02-25,0.0
495,Cumulative number of probable Ebola deaths,Spain,2015-02-25,0.0
496,Cumulative number of suspected Ebola deaths,Spain,2015-02-25,0.0
497,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-02-25,0.0
498,Cumulative number of confirmed Ebola deaths,United States of America,2015-02-25,1.0
499,Cumulative number of probable Ebola deaths,United States of America,2015-02-25,0.0
500,Cumulative number of suspected Ebola deaths,United States of America,2015-02-25,0.0
501,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-02-25,1.0
502,Cumulative number of confirmed Ebola cases,United Kingdom,2015-02-23,1.0
503,Cumulative number of probable Ebola cases,United Kingdom,2015-02-23,0.0
504,Cumulative number of suspected Ebola cases,United Kingdom,2015-02-23,0.0
505,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-02-23,0.0
506,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-02-23,3155.0
507,Cumulative number of confirmed Ebola cases,Guinea,2015-02-23,2758.0
508,Cumulative number of probable Ebola cases,Guinea,2015-02-23,387.0
509,Cumulative number of suspected Ebola cases,Guinea,2015-02-23,10.0
510,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-02-23,2086.0
511,Cumulative number of confirmed Ebola deaths,Guinea,2015-02-23,1699.0
512,Cumulative number of probable Ebola deaths,Guinea,2015-02-23,387.0
513,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-02-23,9229.0
514,Cumulative number of confirmed Ebola cases,Liberia,2015-02-23,3153.0
515,Cumulative number of probable Ebola cases,Liberia,2015-02-23,1888.0
516,Cumulative number of suspected Ebola cases,Liberia,2015-02-23,4188.0
517,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-02-23,4032.0
518,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-02-23,11155.0
519,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-02-23,8223.0
520,Cumulative number of probable Ebola cases,Sierra Leone,2015-02-23,287.0
521,Cumulative number of suspected Ebola cases,Sierra Leone,2015-02-23,2645.0
522,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-02-23,3423.0
523,Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-02-23,3057.0
524,Cumulative number of probable Ebola deaths,Sierra Leone,2015-02-23,208.0
525,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-02-23,158.0
526,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-02-23,1.0
527,Cumulative number of confirmed Ebola cases,Mali,2015-02-23,7.0
528,Cumulative number of probable Ebola cases,Mali,2015-02-23,1.0
529,Cumulative number of suspected Ebola cases,Mali,2015-02-23,0.0
530,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-02-23,6.0
531,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-02-23,8.0
532,Cumulative number of confirmed Ebola cases,Nigeria,2015-02-23,19.0
533,Cumulative number of probable Ebola cases,Nigeria,2015-02-23,1.0
534,Cumulative number of suspected Ebola cases,Nigeria,2015-02-23,0.0
535,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-02-23,20.0
536,Cumulative number of confirmed Ebola cases,Senegal,2015-02-23,1.0
537,Cumulative number of probable Ebola cases,Senegal,2015-02-23,0.0
538,Cumulative number of suspected Ebola cases,Senegal,2015-02-23,0.0
539,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-02-23,1.0
540,Cumulative number of confirmed Ebola cases,Spain,2015-02-23,1.0
541,Cumulative number of probable Ebola cases,Spain,2015-02-23,0.0
542,Cumulative number of suspected Ebola cases,Spain,2015-02-23,0.0
543,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-02-23,1.0
544,Cumulative number of confirmed Ebola cases,United States of America,2015-02-23,4.0
545,Cumulative number of probable Ebola cases,United States of America,2015-02-23,0.0
546,Cumulative number of suspected Ebola cases,United States of America,2015-02-23,0.0
547,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-02-23,4.0
548,Cumulative number of confirmed Ebola deaths,Nigeria,2015-02-23,7.0
549,Cumulative number of probable Ebola deaths,Nigeria,2015-02-23,1.0
550,Cumulative number of suspected Ebola deaths,Nigeria,2015-02-23,0.0
551,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-02-23,8.0
552,Cumulative number of confirmed Ebola deaths,Senegal,2015-02-23,0.0
